Complaint ID,Concerning,Investigated,Status,EFO,County,Completed,Site,Received,Facility ID
98775,Odors,NOV-10-2020,No Jurisdiction,Memphis,Shelby,NOV-10-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-08-2020,DML790000050
98769,Odors,NOV-10-2020,No Jurisdiction,Memphis,Shelby,NOV-10-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-06-2020,DML790000050
98774,Odors,NOV-06-2020,No Jurisdiction,Memphis,Shelby,NOV-06-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-04-2020,DML790000050
98649,Illegal Dumping,NOV-09-2020,Referred to other Agency/Section,Memphis,Shelby,NOV-09-2020,Automotive Repair Shop,NOV-04-2020,
98469,Other,NOV-04-2020,Corrected (No NOV),Memphis,Shelby,NOV-04-2020,"Fullen Dock and Warehouse, Inc or Jimmy T. Wood, LLC",NOV-03-2020,DML790000109
98773,Odors,NOV-06-2020,No Jurisdiction,Memphis,Shelby,NOV-06-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-03-2020,DML790000050
98789,Odors,NOV-02-2020,No Jurisdiction,Memphis,Shelby,NOV-02-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-01-2020,DML790000050
98790,Odors,NOV-02-2020,No Jurisdiction,Memphis,Shelby,NOV-02-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",OCT-30-2020,DML790000050
97255,Illegal Dumping,OCT-26-2020,No Jurisdiction,Memphis,Shelby,OCT-26-2020,St. Peters Manor,OCT-26-2020,
97750,Gasoline Spill,OCT-29-2020,Closed,Memphis,Shelby,DEC-17-2020,TEMA Incident #2367-2020,OCT-26-2020,
97409,Used Oil,OCT-22-2020,Open,Memphis,Shelby,JAN-13-2022,Hanna Drive Transformer Spill,OCT-19-2020,
96684,Diesel Spill,OCT-15-2020,Closed,Memphis,Shelby,DEC-14-2022,TEMA Incident #2308-2020,OCT-15-2020,
96689,Other,OCT-15-2020,Referred to other Agency/Section,Memphis,Shelby,OCT-15-2020,Pro Exteriors Pressure Washing,OCT-14-2020,
96209,Used Oil,OCT-07-2020,NOV,Memphis,Shelby,DEC-04-2020,Joseph Gaskins Residence,OCT-07-2020,
96169,Odors,OCT-07-2020,No Jurisdiction,Memphis,Shelby,OCT-07-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",OCT-07-2020,DML790000050
96090,Odors,OCT-07-2020,No Jurisdiction,Memphis,Shelby,OCT-07-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",OCT-06-2020,DML790000050
96091,Odors,OCT-07-2020,No Jurisdiction,Memphis,Shelby,OCT-07-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",OCT-06-2020,DML790000050
96049,Used Oil,OCT-07-2020,NOV,Memphis,Shelby,DEC-04-2020,Joseph Gaskins Residence,OCT-06-2020,
96030,Illegal Dumping,OCT-06-2020,Open,Memphis,Shelby,JAN-13-2022,Cube Works,OCT-06-2020,
95292,Odors,SEP-29-2020,No Jurisdiction,Memphis,Shelby,SEP-29-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",SEP-27-2020,DML790000050
95291,Odors,SEP-29-2020,No Jurisdiction,Memphis,Shelby,SEP-29-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",SEP-26-2020,DML790000050
94335,Illegal Dumping,SEP-28-2020,No Problem Found,Memphis,Shelby,SEP-28-2020,Old Frayser Flea Market,SEP-17-2020,
94253,Diesel Spill,SEP-17-2020,Closed,Memphis,Shelby,NOV-09-2020,TEMA Incident #2160-2020,SEP-14-2020,
93529,Odors,SEP-09-2020,No Jurisdiction,Memphis,Shelby,SEP-09-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",SEP-10-2020,DML790000050
92272,Odors,AUG-25-2020,No Jurisdiction,Memphis,Shelby,AUG-25-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",AUG-25-2020,DML790000050
91998,Odors,SEP-28-2020,No Problem Found,Memphis,Shelby,SEP-28-2020,North Shelby Landfill,AUG-18-2020,
91997,Illegal Dumping,AUG-18-2020,Referred to other Agency/Section,Memphis,Shelby,AUG-18-2020,Omar Robinson Road,AUG-17-2020,
91984,Odors,AUG-14-2020,No Jurisdiction,Memphis,Shelby,AUG-14-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",AUG-14-2020,DML790000050
90967,Odors,AUG-04-2020,No Jurisdiction,Memphis,Shelby,AUG-04-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",AUG-03-2020,DML790000050
90968,Odors,JUL-22-2020,No Jurisdiction,Memphis,Shelby,JUL-22-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUL-21-2020,DML790000050
88769,Odors,JUL-07-2020,No Jurisdiction,Memphis,Shelby,AUG-07-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUL-07-2020,DML790000050
88865,Diesel Spill,JUL-09-2020,Closed,Memphis,Shelby,DEC-13-2021,TEMA Incident #1582-2020,JUL-06-2020,
88637,Odors,JUL-06-2020,No Problem Found,Memphis,Shelby,JUL-06-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUN-12-2020,DML790000050
87648,Diesel Spill,JUN-11-2020,Closed,Memphis,Shelby,NOV-09-2020,TEMA Incident #1398-2020,JUN-10-2020,
88636,Odors,JUN-11-2020,No Problem Found,Memphis,Shelby,JUN-11-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUN-04-2020,DML790000050
87333,Odors,JUN-11-2020,No Problem Found,Memphis,Shelby,JUN-11-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JUN-04-2020,DML790000050
87313,Illegal Dumping,JUN-10-2020,No Jurisdiction,Memphis,Shelby,JUN-10-2020,Discount Muffler Shop,JUN-02-2020,
86968,Illegal Dumping,JUN-08-2020,No Jurisdiction,Memphis,Shelby,JUN-08-2020,Gin Road,MAY-13-2020,
86546,Odors,MAY-20-2020,No Problem Found,Memphis,Shelby,MAY-20-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-28-2020,DML790000050
86545,Odors,MAY-20-2020,No Problem Found,Memphis,Shelby,MAY-20-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-28-2020,DML790000050
86524,Diesel Spill,APR-30-2020,Closed,Memphis,Shelby,JUL-31-2020,TEMA Incident #1034-2020,APR-27-2020,
86544,Odors,MAY-20-2020,No Problem Found,Memphis,Shelby,MAY-20-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-24-2020,DML790000050
86155,Other,MAY-21-2020,Referred to other Agency/Section,Memphis,Shelby,MAY-21-2020,Butternut Drive,APR-23-2020,
86164,Odors,APR-21-2020,No Problem Found,Memphis,Shelby,APR-21-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-18-2020,DML790000050
86023,Other,APR-20-2020,No Problem Found,Memphis,Shelby,MAY-20-2020,Waste Connections Of Tenn.Inc. Transfer Station,APR-16-2020,
85978,Odors,APR-21-2020,No Problem Found,Memphis,Shelby,APR-21-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",APR-12-2020,DML790000050
85760,Diesel Spill,APR-09-2020,Closed,Memphis,Shelby,OCT-01-2020,TEMA Incident #855-2020,APR-08-2020,
85718,Odors,APR-21-2020,No Problem Found,Memphis,Shelby,APR-21-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-31-2020,DML790000050
85110,Odors,APR-21-2020,No Problem Found,Memphis,Shelby,APR-21-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-25-2020,DML790000050
85109,Odors,APR-21-2020,No Problem Found,Memphis,Shelby,APR-21-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-25-2020,DML790000050
85114,Used Oil,,No Problem Found,Memphis,Shelby,JAN-13-2022,Express Car Solutions,MAR-18-2020,
84277,Haz Waste Issue,MAR-16-2020,No Problem Found,Memphis,Shelby,MAR-16-2020,5500 block of Millington Rd,MAR-13-2020,
83693,Mix Spill,MAR-06-2020,Closed,Memphis,Shelby,SEP-25-2020,TEMA Incident #610-2020,MAR-06-2020,
83611,Illegal Dumping,MAR-05-2020,Referred to other Agency/Section,Memphis,Shelby,MAR-05-2020,Pidgeon Roost,MAR-04-2020,
84011,Odors,MAR-03-2020,No Problem Found,Memphis,Shelby,MAR-03-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",MAR-01-2020,DML790000050
82611,Odors,MAR-03-2020,No Problem Found,Memphis,Shelby,MAR-03-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-12-2020,DML790000050
82570,Illegal Dumping,FEB-24-2020,Referred to other Agency/Section,Memphis,Shelby,FEB-24-2020,Alma Street,FEB-11-2020,
82572,Illegal Dumping,FEB-24-2020,Referred to other Agency/Section,Memphis,Shelby,FEB-24-2020,Circle Road,FEB-11-2020,
82574,Haz Waste Issue,,Open,Memphis,Shelby,JAN-13-2022,Auto Shop,FEB-10-2020,
80954,Odors,FEB-07-2020,No Problem Found,Memphis,Shelby,FEB-07-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-02-2020,DML790000050
80970,Odors,FEB-07-2020,No Problem Found,Memphis,Shelby,FEB-07-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-01-2020,DML790000050
80953,Odors,FEB-07-2020,No Problem Found,Memphis,Shelby,FEB-07-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",FEB-01-2020,DML790000050
80952,Odors,JAN-30-2020,No Problem Found,Memphis,Shelby,JAN-30-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-29-2020,DML790000050
80830,Open Burning,FEB-20-2020,Referred to other Agency/Section,Memphis,Shelby,FEB-20-2020,RESIDENCE,JAN-29-2020,
80555,Odors,JAN-30-2020,No Problem Found,Memphis,Shelby,JAN-30-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-27-2020,DML790000050
80554,Odors,JAN-30-2020,No Problem Found,Memphis,Shelby,JAN-30-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-27-2020,DML790000050
80553,Odors,JAN-30-2020,No Problem Found,Memphis,Shelby,JAN-30-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-26-2020,DML790000050
80552,Odors,JAN-30-2020,No Problem Found,Memphis,Shelby,JAN-30-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-25-2020,DML790000050
80070,Other,JAN-23-2020,Referred to other Agency/Section,Memphis,Shelby,JAN-23-2020,Afton Grove Ph IA & Ph IB,JAN-23-2020,
80551,Odors,JAN-30-2020,No Problem Found,Memphis,Shelby,JAN-30-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",JAN-22-2020,DML790000050
79235,Used Oil,JAN-24-2020,NOV,Memphis,Shelby,JAN-24-2020,Jiffy Lube,JAN-13-2020,
78667,Odors,JAN-07-2020,No Problem Found,Memphis,Shelby,JAN-07-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-24-2019,DML790000050
78668,Odors,JAN-07-2020,No Problem Found,Memphis,Shelby,JAN-07-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-24-2019,DML790000050
78669,Odors,JAN-07-2020,No Problem Found,Memphis,Shelby,JAN-07-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-24-2019,DML790000050
78670,Odors,JAN-07-2020,No Problem Found,Memphis,Shelby,JAN-07-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-24-2019,DML790000050
78666,Odors,JAN-07-2020,No Problem Found,Memphis,Shelby,JAN-07-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-20-2019,DML790000050
78664,Odors,JAN-07-2020,No Problem Found,Memphis,Shelby,JAN-07-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-20-2019,DML790000050
78665,Odors,JAN-07-2020,No Problem Found,Memphis,Shelby,JAN-07-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-20-2019,DML790000050
78661,Odors,JAN-07-2020,No Problem Found,Memphis,Shelby,JAN-07-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-19-2019,DML790000050
78663,Odors,JAN-07-2020,No Problem Found,Memphis,Shelby,JAN-07-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-19-2019,DML790000050
78660,Odors,JAN-07-2020,No Problem Found,Memphis,Shelby,JAN-07-2020,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-18-2019,DML790000050
78659,Odors,DEC-17-2019,No Problem Found,Memphis,Shelby,DEC-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-16-2019,DML790000050
78658,Odors,DEC-17-2019,No Problem Found,Memphis,Shelby,DEC-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-16-2019,DML790000050
78657,Odors,DEC-17-2019,No Problem Found,Memphis,Shelby,DEC-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-15-2019,DML790000050
78654,Odors,DEC-17-2019,No Problem Found,Memphis,Shelby,DEC-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-14-2019,DML790000050
78655,Odors,DEC-17-2019,No Problem Found,Memphis,Shelby,DEC-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-14-2019,DML790000050
78652,Odors,DEC-17-2019,No Problem Found,Memphis,Shelby,DEC-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-13-2019,DML790000050
78653,Odors,DEC-17-2019,No Problem Found,Memphis,Shelby,DEC-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-13-2019,DML790000050
78851,Odors,DEC-17-2019,No Problem Found,Memphis,Shelby,DEC-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-12-2019,DML790000050
78651,Odors,DEC-17-2019,No Problem Found,Memphis,Shelby,DEC-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-12-2019,DML790000050
78650,Odors,DEC-17-2019,No Problem Found,Memphis,Shelby,DEC-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-12-2019,DML790000050
76471,Odors,DEC-17-2019,No Problem Found,Memphis,Shelby,DEC-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-07-2019,DML790000050
76470,Odors,DEC-17-2019,No Problem Found,Memphis,Shelby,DEC-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-04-2019,DML790000050
75901,Odors,DEC-17-2019,No Problem Found,Memphis,Shelby,DEC-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",DEC-03-2019,DML790000050
75900,Odors,DEC-17-2019,No Problem Found,Memphis,Shelby,DEC-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-29-2019,DML790000050
75390,Illegal Dumping,NOV-25-2019,Referred to other Agency/Section,Memphis,Shelby,NOV-25-2019,New Horizon Apartments,NOV-25-2019,
75110,Haz Waste Issue,DEC-17-2019,Open,Memphis,Shelby,JAN-13-2022,JS Miller Contracting and Carpentry,NOV-25-2019,
75898,Odors,DEC-17-2019,No Problem Found,Memphis,Shelby,DEC-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-24-2019,DML790000050
75899,Odors,DEC-17-2019,No Problem Found,Memphis,Shelby,DEC-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-24-2019,DML790000050
75895,Odors,DEC-17-2019,No Problem Found,Memphis,Shelby,DEC-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-24-2019,DML790000050
75896,Odors,DEC-17-2019,No Problem Found,Memphis,Shelby,DEC-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-24-2019,DML790000050
75897,Odors,DEC-17-2019,No Problem Found,Memphis,Shelby,DEC-17-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-24-2019,DML790000050
74610,Odors,NOV-26-2019,No Problem Found,Memphis,Shelby,NOV-26-2019,1332 Marcia Road and 4580 Amboy,NOV-20-2019,
75892,Odors,NOV-19-2019,No Jurisdiction,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-19-2019,DML790000050
74596,Motor Oil Spill,NOV-20-2019,Closed,Memphis,Shelby,JUN-30-2021,TEMA Incident #2828-2019,NOV-19-2019,
75903,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-19-2019,DML790000050
75891,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-19-2019,DML790000050
74598,Illegal Dumping,NOV-22-2019,Referred to other Agency/Section,Memphis,Shelby,NOV-22-2019,1101 South 4th Street,NOV-18-2019,
75871,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-18-2019,DML790000050
75872,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-18-2019,DML790000050
74331,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-18-2019,DML790000050
74330,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-18-2019,DML790000050
74318,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-18-2019,DML790000050
74317,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-18-2019,DML790000050
74316,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-18-2019,DML790000050
74314,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-18-2019,DML790000050
74315,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-18-2019,DML790000050
74313,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-17-2019,DML790000050
74312,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-17-2019,DML790000050
74310,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-16-2019,DML790000050
74311,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-16-2019,DML790000050
74270,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-13-2019,DML790000050
74252,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-13-2019,DML790000050
74250,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-13-2019,DML790000050
74245,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-12-2019,DML790000050
74244,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-10-2019,DML790000050
74235,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-09-2019,DML790000050
74236,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-09-2019,DML790000050
74237,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-09-2019,DML790000050
74239,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-09-2019,DML790000050
74240,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-09-2019,DML790000050
74241,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-09-2019,DML790000050
74242,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-09-2019,DML790000050
74243,Odors,NOV-19-2019,No Problem Found,Memphis,Shelby,NOV-19-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-09-2019,DML790000050
74234,Odors,NOV-08-2019,No Problem Found,Memphis,Shelby,NOV-08-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-07-2019,DML790000050
74233,Odors,NOV-08-2019,No Problem Found,Memphis,Shelby,NOV-08-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-07-2019,DML790000050
74232,Odors,NOV-08-2019,No Problem Found,Memphis,Shelby,NOV-08-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-06-2019,DML790000050
74231,Odors,NOV-08-2019,No Problem Found,Memphis,Shelby,NOV-08-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-06-2019,DML790000050
74230,Odors,NOV-08-2019,No Problem Found,Memphis,Shelby,NOV-08-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-06-2019,DML790000050
72773,Odors,NOV-08-2019,No Problem Found,Memphis,Shelby,NOV-08-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-03-2019,DML790000050
72772,Odors,NOV-08-2019,No Problem Found,Memphis,Shelby,NOV-08-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-02-2019,DML790000050
72771,Odors,NOV-08-2019,No Problem Found,Memphis,Shelby,NOV-08-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",NOV-02-2019,DML790000050
72171,Diesel Spill,NOV-01-2019,Closed,Memphis,Shelby,DEC-03-2019,TEMA Incident #2200-2019,OCT-31-2019,
72010,Diesel Spill,OCT-31-2019,Closed,Memphis,Shelby,JUL-06-2021,TEMA Incident #2693-2019,OCT-30-2019,
71972,Diesel Spill,OCT-31-2019,Closed,Memphis,Shelby,DEC-13-2021,TEMA Incident #2668-2019,OCT-28-2019,
71370,Odors,OCT-29-2019,No Problem Found,Memphis,Shelby,OCT-29-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",OCT-19-2019,DML790000050
71353,Odors,OCT-29-2019,No Problem Found,Memphis,Shelby,OCT-29-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",OCT-19-2019,DML790000050
71352,Odors,OCT-29-2019,No Problem Found,Memphis,Shelby,OCT-29-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",OCT-19-2019,DML790000050
71351,Odors,OCT-18-2019,No Problem Found,Memphis,Shelby,OCT-18-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",OCT-17-2019,DML790000050
71350,Odors,OCT-18-2019,No Problem Found,Memphis,Shelby,OCT-18-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",OCT-16-2019,DML790000050
70531,Illegal Dumping,OCT-17-2019,No Problem Found,Memphis,Shelby,OCT-17-2019,Bodley Avenue,OCT-15-2019,
70510,Illegal Dumping,OCT-17-2019,No Problem Found,Memphis,Shelby,OCT-17-2019,Newberry Road,OCT-14-2019,
70494,Odors,OCT-18-2019,No Problem Found,Memphis,Shelby,OCT-18-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",OCT-14-2019,DML790000050
70493,Odors,OCT-18-2019,No Problem Found,Memphis,Shelby,OCT-18-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",OCT-09-2019,DML790000050
70492,Odors,OCT-18-2019,No Problem Found,Memphis,Shelby,OCT-18-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",OCT-09-2019,DML790000050
70491,Odors,OCT-18-2019,No Problem Found,Memphis,Shelby,OCT-18-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",OCT-09-2019,DML790000050
70490,Odors,OCT-18-2019,No Problem Found,Memphis,Shelby,OCT-18-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",OCT-09-2019,DML790000050
70489,Odors,OCT-18-2019,No Problem Found,Memphis,Shelby,OCT-18-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",OCT-03-2019,DML790000050
70469,Odors,OCT-18-2019,No Problem Found,Memphis,Shelby,OCT-18-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",OCT-03-2019,DML790000050
69271,Diesel Spill,OCT-03-2019,Closed,Memphis,Shelby,JAN-02-2020,TEMA Incident #2498-2019,OCT-02-2019,
70411,Odors,OCT-18-2019,No Problem Found,Memphis,Shelby,OCT-18-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",SEP-30-2019,DML790000050
70410,Odors,OCT-18-2019,No Problem Found,Memphis,Shelby,OCT-18-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",SEP-30-2019,DML790000050
70409,Odors,OCT-18-2019,No Problem Found,Memphis,Shelby,OCT-18-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",SEP-29-2019,DML790000050
67909,Odors,SEP-27-2019,No Problem Found,Memphis,Shelby,SEP-27-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",SEP-25-2019,DML790000050
67889,Odors,SEP-27-2019,No Problem Found,Memphis,Shelby,SEP-27-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",SEP-24-2019,DML790000050
67275,Odors,SEP-27-2019,No Problem Found,Memphis,Shelby,SEP-27-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",SEP-21-2019,DML790000050
67274,Odors,SEP-27-2019,No Problem Found,Memphis,Shelby,SEP-27-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",SEP-21-2019,DML790000050
68130,Illegal Dumping,SEP-27-2019,No Problem Found,Memphis,Shelby,SEP-27-2019,Sa-Be Enterprises,SEP-19-2019,
67151,Illegal Dumping,SEP-20-2019,NOV,Memphis,Shelby,SEP-20-2019,Romero Dump,SEP-16-2019,NRS790000211
67273,Odors,SEP-27-2019,No Problem Found,Memphis,Shelby,SEP-27-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",SEP-13-2019,DML790000050
67272,Odors,SEP-27-2019,No Problem Found,Memphis,Shelby,SEP-27-2019,"Blaylock & Brown Construction, Inc. (AKA E-Plex)",SEP-12-2019,DML790000050
